State;Education;Certification;Partitipation;Subdiscipline;Sector;Salary
Washington;Bachelors Degree;PE;Full Time;Construction/Field;Public;132000
Utah;Bachelors Degree;EIT;Full Time;Transportation;Private;70000
Washington;Masters Degree;None;Full Time;Water Resources;Private;76000
Ohio;Bachelors Degree;PE;Full Time;Land Development;Private;78000
South Dakota;Bachelors Degree;PE;Full Time;Government/Municipal;Private;101000
Minnesota;Bachelors Degree;PE;Full Time;Government/Municipal;Public;145000
Florida;Bachelors Degree;None;Full Time;Land Development;Private;67500
Maryland;Bachelors Degree;PE;Full Time;Transportation;Private;130000
Nebraska;Masters Degree;PE;Full Time;Water Resources;Public;114000
Ohio;Bachelors Degree;EIT;Full Time;Construction/Field;Private;87360
Texas;Bachelors Degree;EIT;Full Time;Power/Electrical;Private;87720
Indiana;Bachelors Degree;EIT;Full Time;Water Resources;Private;78000
Minnesota;Bachelors Degree;PE;Full Time;Government/Municipal;Private;66560
New York;Bachelors Degree;PE;Full Time;Construction/Field;Public;135000
Tennessee;Bachelors Degree;None;Full Time;Government/Municipal;Private;82500
Alaska;Bachelors Degree;EIT;Full Time;Land Development;Private;80000
Wisconsin;Bachelors Degree;PE;Full Time;Transportation;Private;90000
Connecticut;Masters Degree;None;Full Time;Bridges;Private;85000
Maryland;Bachelors Degree;PE;Full Time;Land Development;Private;83000
Utah;Bachelors Degree;PE;Full Time;Water Resources;Private;91774
California;Bachelors Degree;PE;Full Time;Transportation;Private;141000
Georgia;Bachelors Degree;EIT;Full Time;Land Development;Private;83500
New York;Bachelors Degree;EIT;Full Time;Structural;Private;92000
Florida;Bachelors Degree;None;Full Time;Water Resources;Public;68140.8
North Carolina;Bachelors Degree;PE;Full Time;Power/Electrical;Private;125000
Virginia;Bachelors Degree;EIT;Full Time;Land Development;Private;83000
Michigan;Masters Degree;PE;Full Time;Land Development;Private;98000
Texas;Bachelors Degree;PE;Full Time;Land Development;Private;100000
Maryland;Masters Degree;EIT;Full Time;Land Development;Public;85000
Colorado;Bachelors Degree;EIT;Full Time;Government/Municipal;Public;130000
Massachusetts;Bachelors Degree;PE;Full Time;Land Development;Private;85000
Texas;Bachelors Degree;EIT;Full Time;Land Development;Public;70000
Washington;Bachelors Degree;EIT;Full Time;Transportation;Private;71000
Texas;Bachelors Degree;EIT;Full Time;Transportation;Private;89000
Pennsylvania;Bachelors Degree;EIT;Full Time;Restoration;Private;78000
Texas;Bachelors Degree;None;Full Time;Geotechnical;Private;65000
Utah;Masters Degree;PE;Full Time;Government/Municipal;Public;90000
New Jersey;Bachelors Degree;PE;Full Time;Structural;Private;95000
Minnesota;Bachelors Degree;EIT;Full Time;Land Development;Private;91000
Virginia;Bachelors Degree;EIT;Full Time;Land Development;Private;80000
Washington;Bachelors Degree;EIT;Full Time;Structural;Private;83200
New Hampshire;Bachelors Degree;EIT;Full Time;Construction/Field;Public;115000
Mississippi;Bachelors Degree;EIT;Full Time;Water Resources;Public;47860.24
Nevada;Bachelors Degree;PE;Full Time;Transportation;Private;119000
Virginia;Masters Degree;None;Full Time;Transportation;Private;98000
North Carolina;Bachelors Degree;PE;Full Time;Water Resources;Private;105000
North Carolina;Bachelors Degree;PE;Full Time;Land Development;Private;125000
Michigan;Bachelors Degree;EIT;Full Time;Bridges;Private;72000
California;Bachelors Degree;EIT;Full Time;Construction/Field;Public;167000
Missouri;Bachelors Degree;EIT;Full Time;Structural;Private;57000
Illinois;Masters Degree;PE;Full Time;Land Development;Private;115000
Arkansas;Bachelors Degree;PE;Full Time;Government/Municipal;Public;97000
Pennsylvania;Masters Degree;EIT;Full Time;Water Resources;Private;78000
Arizona;Bachelors Degree;EIT;Full Time;Government/Municipal;Public;59179
Colorado;Bachelors Degree;PE;Full Time;Water/Wastewater;Public;100000
Louisiana;Bachelors Degree;PE;Full Time;Structural;Private;135000
Georgia;Bachelors Degree;PE;Full Time;Transportation;Private;115000
South Carolina;Bachelors Degree;EIT;Full Time;Water Resources;Public;75000
Arkansas;Masters Degree;PE;Full Time;Land Development;Private;72000
Georgia;Masters Degree;PE;Full Time;Water Resources;Private;110000
Florida;Bachelors Degree;EIT;Full Time;Bridges;Private;79185.6
Texas;Bachelors Degree;PE;Full Time;Land Development;Private;80000
California;Bachelors Degree;EIT;Full Time;Water Resources;Private;77600
Georgia;Bachelors Degree;PE;Full Time;Transportation;Public;115000
Tennessee;Masters Degree;PE;Full Time;Structural;Private;125000
North Carolina;Bachelors Degree;PE;Full Time;Transportation;Private;105400
Ohio;Bachelors Degree;PE;Full Time;Environmental;Private;125000
Texas;Bachelors Degree;PE;Full Time;Transportation;Private;136000
Oklahoma;Bachelors Degree;EIT;Full Time;Land Development;Private;95000
Arizona;Bachelors Degree;PE;Full Time;Water Resources;Public;94000
Florida;Bachelors Degree;PE;Full Time;Water Resources;Public;106000
Texas;Bachelors Degree;EIT;Full Time;Land Development;Private;83000
Illinois;Bachelors Degree;EIT;Full Time;Bridges;Private;79500
Pennsylvania;Masters Degree;EIT;Full Time;Water Resources;Private;110000
Washington;Bachelors Degree;None;Full Time;Construction/Field;Private;106000
Colorado;Bachelors Degree;PE;Full Time;Government/Municipal;Public;106000
California;Bachelors Degree;EIT;Full Time;Government/Municipal;Public;140000
Minnesota;Bachelors Degree;PE;Full Time;Power/Electrical;Private;117000
California;High School Diploma;PE;Full Time;Transportation;Public;175000
North Carolina;Bachelors Degree;PE;Full Time;Transportation;Private;91000
Louisiana;Bachelors Degree;EIT;Full Time;Structural;Private;85200
New Jersey;Bachelors Degree;EIT;Full Time;Construction/Field;Public;100000
South Carolina;Bachelors Degree;PE;Full Time;Geotechnical;Private;112000
North Carolina;Masters Degree;PE;Full Time;Water Resources;Private;110000
Montana;Bachelors Degree;PE;Full Time;Transportation;Public;95000
North Carolina;Bachelors Degree;EIT;Full Time;Land Development;Private;82000
California;Masters Degree;PE;Full Time;Transportation;Private;125000
California;Bachelors Degree;PE;Full Time;Construction/Field;Private;91520
Oregon;Bachelors Degree;PE;Full Time;Land Development;Private;81120
Maryland;Bachelors Degree;PE;Full Time;Utilities (Water & Sewer);Private;100002
Utah;Bachelors Degree;PE;Full Time;Aviation;Private;106000
Utah;Bachelors Degree;PE;Full Time;Government/Municipal;Public;104000
Iowa;Bachelors Degree;PE;Full Time;Structural;Private;82000
California;Bachelors Degree;EIT;Full Time;Geotechnical;Private;108000
Pennsylvania;Masters Degree;EIT;Full Time;Water Resources;Private;75500
Florida;High School Diploma;None;Full Time;Land Development;Private;89000
Georgia;Bachelors Degree;PE;Full Time;Structural;Private;150000
Georgia;Bachelors Degree;EIT;Full Time;Structural;Private;70500
Wisconsin;Bachelors Degree;EIT;Full Time;Geotechnical;Private;66000
North Carolina;Bachelors Degree;EIT;Full Time;Water Resources;Private;75000
Texas;Bachelors Degree;PE;Full Time;Land Development;Private;96000
New Jersey;Bachelors Degree;PE;Full Time;Transportation;Private;110000
New Jersey;Bachelors Degree;EIT;Full Time;Transportation;Public;70000
California;Masters Degree;PE;Full Time;Geotechnical;Private;92000
Idaho;High School Diploma;None;Full Time;Land Development;Private;70000
Florida;Bachelors Degree;PE;Full Time;Construction/Field;Private;85000
California;Bachelors Degree;EIT;Full Time;Transportation;Private;79000
South Carolina;Masters Degree;EIT;Full Time;Transportation;Private;70000
Oregon;Masters Degree;PE;Full Time;Water Resources;Private;185000
Texas;Masters Degree;PE;Full Time;Land Development;Public;105000
Indiana;Bachelors Degree;EIT;Full Time;Land Development;Private;92000
Pennsylvania;Bachelors Degree;EIT;Full Time;Transportation;Private;91000
Texas;Bachelors Degree;PE;Full Time;Transportation;Private;133000
Kentucky;Bachelors Degree;EIT;Full Time;Transportation;Private;72000
Arizona;Masters Degree;EIT;Full Time;Environmental;Private;98000
Illinois;Bachelors Degree;EIT;Full Time;Government/Municipal;Private;80000
North Carolina;Bachelors Degree;PE;Full Time;Land Development;Private;120000
Virginia;Doctorate Degree;EIT;Full Time;Transportation;Private;110000
Louisiana;High School Diploma;None;Full Time;Structural;Private;70000
Tennessee;High School Diploma;None;Part Time;General Civil;Public;33000
California;Bachelors Degree;PE;Full Time;Land Development;Private;93600
California;Bachelors Degree;EIT;Full Time;Construction/Field;Private;75000
North Carolina;Masters Degree;PE;Full Time;Bridges;Private;101300
Montana;Masters Degree;PE;Full Time;Transportation;Private;102000
Arkansas;Bachelors Degree;PE;Full Time;Construction/Field;Public;88000
South Carolina;Masters Degree;PE;Full Time;Geotechnical;Private;130000
Pennsylvania;Masters Degree;PE;Full Time;Structural;Private;100000
New York;Bachelors Degree;EIT;Full Time;Land Development;Private;77500
Virginia;Masters Degree;PE;Full Time;Water Resources;Public;153000
Florida;Bachelors Degree;EIT;Full Time;Environmental;Private;75000
Mississippi;Bachelors Degree;PE;Full Time;Bridges;Private;81500
Georgia;Bachelors Degree;EIT;Full Time;Land Development;Private;78000
California;Bachelors Degree;PE;Full Time;Transportation;Public;185000
Texas;Bachelors Degree;EIT;Full Time;Transportation;Private;85000
Indiana;Bachelors Degree;PE;Full Time;Bridges;Private;94723
Texas;Doctorate Degree;PE;Full Time;Geotechnical;Private;98000
Virginia;Bachelors Degree;None;Full Time;Transportation;Private;82000
Washington;Bachelors Degree;PE;Full Time;Land Development;Private;105000
Pennsylvania;Bachelors Degree;EIT;Full Time;Water Resources;Private;72800
Illinois;Bachelors Degree;EIT;Full Time;Environmental;Public;125000
North Carolina;Bachelors Degree;PE;Full Time;Land Development;Private;71500
South Carolina;Bachelors Degree;EIT;Full Time;Land Development;Private;65000
Wisconsin;Bachelors Degree;PE;Full Time;Construction/Field;Private;82500
California;Bachelors Degree;EIT;Full Time;Transportation;Private;87000
Nevada;Masters Degree;PE;Full Time;Government/Municipal;Private;115000
Texas;Bachelors Degree;EIT;Full Time;Transportation;Public;78000
Connecticut;Bachelors Degree;EIT;Full Time;Transportation;Private;105000
North Carolina;Masters Degree;None;Full Time;Transportation;Private;125000
Texas;Bachelors Degree;PE;Full Time;Government/Municipal;Private;101000
Colorado;Bachelors Degree;PE;Full Time;Tailings ;Private;113000
New York;Bachelors Degree;None;Full Time;Power/Electrical;Private;85000
Florida;Bachelors Degree;EIT;Full Time;Structural;Private;65000
Texas;Bachelors Degree;EIT;Full Time;Water Resources;Private;75000
California;Bachelors Degree;EIT;Full Time;mixture of water resources, transportation, utilities, and land dev;Private;95000
Utah;Doctorate Degree;PE;Full Time;Land Development;Private;140000
California;Bachelors Degree;PE;Full Time;Transportation;Private;95000
Colorado;Masters Degree;PE;Full Time;Government/Municipal;Public;117000
South Carolina;Bachelors Degree;EIT;Full Time;Land Development;Private;80554
New York;Masters Degree;EIT;Full Time;Water Resources;Private;87300
Pennsylvania;Bachelors Degree;PE;Full Time;Transportation;Private;95492.8
New York;Bachelors Degree;EIT;Full Time;Land Development;Private;70000
Virginia;Masters Degree;EIT;Full Time;Bridges;Private;82000
California;Masters Degree;PE;Full Time;Land Development;Private;90000
Michigan;Bachelors Degree;PE;Full Time;Structural;Private;95600
New York;Bachelors Degree;EIT;Full Time;Structural;Private;80000
Florida;Bachelors Degree;EIT;Full Time;Structural;Private;81000
Arizona;Bachelors Degree;PE;Full Time;Structural;Public;81000
Washington;Bachelors Degree;PE;Full Time;Land Development;Private;98000
California;Bachelors Degree;None;Full Time;Transportation;Public;95000
Ohio;Masters Degree;None;Full Time;Transportation;Public;131000
Ohio;Masters Degree;PE;Full Time;Structural;Private;110000
Washington;Bachelors Degree;PE;Full Time;Environmental;Private;110000
New Jersey;Masters Degree;PE;Full Time;Structural;Private;112000
Illinois;Masters Degree;EIT;Full Time;Structural;Private;115000
Florida;Bachelors Degree;EIT;Full Time;Structural;Public;72000
Florida;Bachelors Degree;EIT;Full Time;Land Development;Private;70000
Oregon;Bachelors Degree;PE;Full Time;Government/Municipal;Public;90000
Maryland;Doctorate Degree;EIT;Full Time;Structural;Private;95000
New Mexico;Bachelors Degree;PE;Full Time;AVIATION;Private;91000
North Carolina;Bachelors Degree;PE;Full Time;Transportation;Public;98000
Nevada;Bachelors Degree;EIT;Full Time;Water Resources;Private;85000
Texas;Masters Degree;EIT;Full Time;Structural;Private;88000
West Virginia;Bachelors Degree;EIT;Full Time;Construction/Field;Public;63000
Florida;Bachelors Degree;None;Full Time;Water Resources;Private;171000
Texas;Masters Degree;EIT;Full Time;Bridges;Private;79000
Iowa;High School Diploma;None;Full Time;Construction/Field;Public;94000
Ohio;Bachelors Degree;EIT;Full Time;Structural;Private;62000
Colorado;Bachelors Degree;EIT;Full Time;Land Development;Private;75000
Texas;Masters Degree;EIT;Full Time;Structural;Private;75000
Wisconsin;Bachelors Degree;PE;Full Time;Land Development;Public;101000
New York;Masters Degree;PE;Full Time;Transportation;Private;94000
Kentucky;Masters Degree;PE;Full Time;Transportation;Private;95000
Georgia;Bachelors Degree;PE;Full Time;Transportation;Private;111000
California;Doctorate Degree;EIT;Full Time;Geotechnical;Private;95000
Illinois;Bachelors Degree;PE;Full Time;Transportation;Private;128000
Texas;Bachelors Degree;EIT;Full Time;Transportation;Public;74100
Tennessee;Bachelors Degree;EIT;Full Time;Water Resources;Private;67000
Colorado;Bachelors Degree;PE;Full Time;Structural;Private;145000
Michigan;Masters Degree;PE;Full Time;Transportation;Private;183000
Idaho;Bachelors Degree;PE;Full Time;Bridges;Private;110000
Ohio;Bachelors Degree;PE;Full Time;Power/Electrical;Private;107000
Indiana;Masters Degree;PE;Full Time;Structural;Private;110000
Texas;Bachelors Degree;EIT;Full Time;Structural;Private;170000
Texas;Bachelors Degree;EIT;Full Time;Structural;Private;95000
Georgia;Bachelors Degree;EIT;Full Time;Transportation;Public;81000
Oklahoma;Bachelors Degree;PE;Full Time;Structural;Private;108000
Louisiana;Bachelors Degree;None;Full Time;Structural;Public;92000
Georgia;Bachelors Degree;None;Full Time;Geotechnical;Private;70
California;Bachelors Degree;PE;Full Time;Water Resources;Public;165000
Florida;Bachelors Degree;PE;Full Time;Structural;Private;74120.05
Texas;Masters Degree;PE;Full Time;Structural;Private;175000
Virginia;Masters Degree;PE;Full Time;Transportation;Private;95000
Colorado;Bachelors Degree;PE;Full Time;Land Development;Public;122500
Texas;Bachelors Degree;PE;Full Time;Land Development;Private;135000
California;Masters Degree;PE;Full Time;Water Resources;Public;116000
Florida;Bachelors Degree;PE;Full Time;Transportation;Private;149000
Minnesota;Bachelors Degree;PE;Full Time;Water Resources;Public;144700
Indiana;Bachelors Degree;None;Full Time;Land Development;Private;78000
Florida;Bachelors Degree;EIT;Full Time;Structural;Private;73000
Tennessee;Bachelors Degree;None;Full Time;Power/Electrical;Private;76555
Minnesota;Bachelors Degree;EIT;Full Time;Land Development;Private;70000
Georgia;Masters Degree;PE;Full Time;Structural;Private;94000
Michigan;Bachelors Degree;PE;Full Time;Land Development;Private;103000
Ohio;Bachelors Degree;EIT;Full Time;Land Development;Private;80810
Ohio;Bachelors Degree;EIT;Full Time;Structural;Private;65000
Virginia;Bachelors Degree;None;Full Time;Land Development;Private;75000
West Virginia;Bachelors Degree;PE;Full Time;Land Development;Private;85000
Texas;Bachelors Degree;PE;Full Time;Transportation;Private;88000
Utah;Masters Degree;PE;Full Time;Government/Municipal;Public;84635
Pennsylvania;Masters Degree;EIT;Full Time;Government/Municipal;Private;63000
Texas;Doctorate Degree;None;Full Time;Transportation;Public;67000
Arizona;Masters Degree;PE;Full Time;Structural;Private;95000
Connecticut;Doctorate Degree;EIT;Full Time;Bridges;Private;100000
Tennessee;Bachelors Degree;EIT;Full Time;Geotechnical;Private;72500
Washington;Bachelors Degree;PE;Full Time;Transportation;Private;125000
Tennessee;Masters Degree;PE;Full Time;Geotechnical;Private;150000
Nevada;Bachelors Degree;PE;Full Time;Water Resources;Private;116000
Idaho;Bachelors Degree;EIT;Full Time;Geotechnical;Public;70000
Mississippi;Bachelors Degree;PE;Full Time;Government/Municipal;Public;103760
Nevada;Bachelors Degree;EIT;Full Time;Transportation;Private;82000
Florida;Masters Degree;EIT;Full Time;Structural;Private;83000
California;Masters Degree;PE;Full Time;Transportation;Public;140000
California;Bachelors Degree;EIT;Full Time;Land Development;Private;92000
Washington;Bachelors Degree;PE;Full Time;Geotechnical;Private;91000
Arizona;Bachelors Degree;EIT;Full Time;Water Resources;Private;85000
Ohio;Bachelors Degree;PE;Full Time;Transportation;Private;100000
California;Doctorate Degree;PE;Full Time;Water Resources;Public;165000
Illinois;Bachelors Degree;PE;Full Time;Bridges;Private;112000
California;Bachelors Degree;PE;Full Time;Power/Electrical;Private;122000
Pennsylvania;Bachelors Degree;EIT;Full Time;Government/Municipal;Private;68000
Pennsylvania;Masters Degree;PE;Full Time;Power/Electrical;Private;170000
Pennsylvania;Masters Degree;PE;Full Time;Bridges;Private;84600
Missouri;Bachelors Degree;PE;Full Time;Construction/Field;Public;90000
North Dakota;Bachelors Degree;PE;Full Time;Transportation;Private;120000
California;Bachelors Degree;EIT;Full Time;Government/Municipal;Public;88000
Texas;Bachelors Degree;EIT;Full Time;Water Resources;Public;80000
Michigan;Masters Degree;PE;Full Time;Power/Electrical;Private;99500
Tennessee;Bachelors Degree;EIT;Full Time;Land Development;Private;92000
Florida;Masters Degree;PE;Full Time;Structural;Private;290000
Louisiana;Bachelors Degree;PE;Full Time;Structural;Private;125000
Indiana;Bachelors Degree;PE;Full Time;Structural;Private;105000
Michigan;Masters Degree;EIT;Full Time;Structural;Private;90000
Indiana;Bachelors Degree;EIT;Full Time;Transportation;Public;87000
Massachusetts;Bachelors Degree;EIT;Full Time;Structural;Public;70000
Florida;Bachelors Degree;EIT;Full Time;Structural;Private;70000
District of Columbia;Masters Degree;PE;Full Time;Structural;Private;100000
North Dakota;Bachelors Degree;PE;Full Time;Bridges;Private;105000
Rhode Island;Masters Degree;EIT;Full Time;Bridges;Private;80413
Ohio;Bachelors Degree;EIT;Full Time;Structural;Private;85000
California;Masters Degree;PE;Full Time;Structural;Private;94000
Arizona;Bachelors Degree;PE;Full Time;Water Resources;Private;113000
Montana;Bachelors Degree;EIT;Full Time;Water Resources;Private;80000
Missouri;Masters Degree;EIT;Full Time;Structural;Private;86000
North Carolina;Bachelors Degree;EIT;Full Time;Geotechnical;Private;86898
California;Masters Degree;EIT;Full Time;Structural;Private;850000
Florida;Bachelors Degree;PE;Full Time;Construction/Field;Private;191000
Oregon;Bachelors Degree;PE;Full Time;Structural;Private;149000
Florida;Bachelors Degree;EIT;Full Time;Construction/Field;Public;82000
Texas;Bachelors Degree;PE;Full Time;Oil and Gas;Private;172500
Florida;Bachelors Degree;EIT;Full Time;Transportation;Private;69950
Indiana;Bachelors Degree;EIT;Full Time;Construction/Field;Public;83824
Utah;Masters Degree;PE;Full Time;Structural;Public;117000
Florida;Bachelors Degree;EIT;Full Time;Water Resources;Public;90000
Massachusetts;Bachelors Degree;PE;Full Time;Transportation;Private;107000
Oregon;Bachelors Degree;EIT;Full Time;Land Development;Private;75000
California;Bachelors Degree;EIT;Full Time;Land Development;Private;98000
Illinois;Bachelors Degree;EIT;Full Time;Construction/Field;Private;84000
Pennsylvania;Masters Degree;EIT;Full Time;Transportation;Public;82000
Illinois;Masters Degree;PE;Full Time;Construction/Field;Private;110000
Florida;Masters Degree;EIT;Full Time;Structural;Private;87000
Texas;Masters Degree;PE;Full Time;Energy;Private;183000
Texas;Bachelors Degree;PE;Full Time;Land Development;Private;130000
Missouri;Masters Degree;PE;Full Time;Structural;Private;102000
Texas;Masters Degree;EIT;Full Time;Land Development;Private;70000
Florida;Bachelors Degree;EIT;Full Time;Aviation;Private;78800
Arkansas;Bachelors Degree;EIT;Full Time;Structural;Private;65000
Texas;Bachelors Degree;None;Full Time;Land Development;Public;106833
New Mexico;Masters Degree;EIT;Full Time;Bridges;Private;82000
Oregon;Bachelors Degree;PE;Full Time;Water Resources;Public;109000
California;Masters Degree;PE;Full Time;Government/Municipal;Public;155000
Michigan;Bachelors Degree;PE;Full Time;Government/Municipal;Private;104000
California;Bachelors Degree;PE;Full Time;Transportation;Private;205000
Connecticut;Bachelors Degree;EIT;Full Time;Power/Electrical;Private;102000
Massachusetts;Bachelors Degree;PE;Full Time;Transportation;Public;128000
Michigan;Bachelors Degree;EIT;Full Time;Geotechnical;Private;84000
Illinois;Bachelors Degree;None;Full Time;Land Development;Private;94000
Washington;Bachelors Degree;PE;Full Time;Transportation;Public;150000
Washington;Bachelors Degree;PE;Full Time;Water Resources;Private;102000
Virginia;Masters Degree;None;Full Time;Transportation;Public;94000
Nevada;Bachelors Degree;PE;Full Time;Land Development;Private;108000
Michigan;Bachelors Degree;None;Full Time;Construction/Field;Private;99800
California;Bachelors Degree;EIT;Full Time;Land Development;Public;102700
North Carolina;Bachelors Degree;PE;Full Time;Land Development;Private;110000
California;Doctorate Degree;PE;Full Time;Water Resources;Public;138000
West Virginia;Bachelors Degree;PE;Full Time;Government/Municipal;Public;87000
District of Columbia;Masters Degree;EIT;Full Time;Structural;Private;88000
Maine;Bachelors Degree;EIT;Full Time;Structural;Private;79000
Ohio;Bachelors Degree;EIT;Full Time;Land Development;Private;94000
Georgia;Bachelors Degree;EIT;Full Time;Construction/Field;Private;76700
Texas;Masters Degree;PE;Full Time;Structural;Private;110000
Texas;Masters Degree;PE;Full Time;Environmental;Private;98000
California;Bachelors Degree;PE;Full Time;Construction/Field;Public;128000
Texas;Masters Degree;PE;Full Time;Land Development;Private;72000
Pennsylvania;Bachelors Degree;EIT;Full Time;Bridges;Private;78000
Illinois;Bachelors Degree;EIT;Full Time;Airports;Private;80000
Washington;Bachelors Degree;EIT;Full Time;Transportation;Private;92500
Iowa;Bachelors Degree;PE;Full Time;Transportation;Private;81000
Virginia;Bachelors Degree;PE;Full Time;Water Resources;Private;203000
Iowa;Bachelors Degree;EIT;Full Time;Water Resources;Private;86500
California;Bachelors Degree;PE;Full Time;Water Resources;Private;127000
New York;Masters Degree;PE;Full Time;Geotechnical;Private;80000
Alabama;Bachelors Degree;EIT;Full Time;Land Development;Private;65000
Connecticut;Bachelors Degree;PE;Full Time;Aviation;Public;100000
Georgia;Masters Degree;PE;Full Time;Land Development;Private;140000
California;Masters Degree;PE;Full Time;Water Resources;Private;140000
Utah;Bachelors Degree;EIT;Full Time;Geotechnical;Private;62400
Illinois;Doctorate Degree;PE;Full Time;Government/Municipal;Public;110000
Illinois;Masters Degree;EIT;Full Time;Government/Municipal;Public;63000
California;Bachelors Degree;EIT;Full Time;Transportation;Private;92100
New Jersey;Bachelors Degree;PE;Full Time;Construction/Field;Private;146000
South Carolina;Masters Degree;PE;Full Time;civil/coastal;Private;111000
Texas;Masters Degree;PE;Full Time;Government/Municipal;Public;92000
North Carolina;Masters Degree;PE;Full Time;Structural;Private;95600
Texas;Bachelors Degree;PE;Full Time;Construction/Field;Public;136000
New York;Bachelors Degree;PE;Full Time;Water Resources;Private;114000
South Carolina;Bachelors Degree;EIT;Full Time;Transportation;Public;76250
California;Masters Degree;EIT;Full Time;Water Resources;Private;135000
Michigan;Bachelors Degree;None;Full Time;Construction/Field;Private;70000
Indiana;Bachelors Degree;EIT;Full Time;Transportation;Private;74000
New Jersey;Masters Degree;PE;Full Time;Transportation;Private;108000
Texas;Bachelors Degree;PE;Full Time;Land Development;Private;115000
California;Bachelors Degree;PE;Full Time;Structural;Private;120000
Wisconsin;Masters Degree;PE;Full Time;Bridges;Private;86000
Pennsylvania;Bachelors Degree;EIT;Full Time;Structural;Private;62000
California;Masters Degree;EIT;Full Time;Water Resources;Private;104000
Utah;Masters Degree;PE;Full Time;Water Resources;Private;105000
Florida;Bachelors Degree;EIT;Full Time;Power/Electrical;Public;74984
Colorado;Bachelors Degree;PE;Full Time;Water Resources;Public;145000
Georgia;Bachelors Degree;PE;Full Time;Water Resources;Private;170000
Illinois;Bachelors Degree;PE;Full Time;Transportation;Private;96720
Michigan;Bachelors Degree;EIT;Full Time;Government/Municipal;Private;77000
Oregon;Masters Degree;PE;Full Time;Water Resources;Private;102960
Washington;Bachelors Degree;EIT;Full Time;Government/Municipal;Private;112000
California;Bachelors Degree;None;Unemployed and looking for work;Land Development;Public;0.1
Hawaii;Masters Degree;PE;Full Time;Structural;Private;120000
Maryland;Bachelors Degree;PE;Full Time;Transportation;Private;93500
Massachusetts;Bachelors Degree;EIT;Full Time;Land Development;Private;76000
California;Masters Degree;EIT;Full Time;Traffic;Public;117000
California;Bachelors Degree;EIT;Full Time;Land Development;Private;110000
Washington;Bachelors Degree;EIT;Full Time;Geotechnical;Private;63000
Wisconsin;Bachelors Degree;EIT;Full Time;Multiple ;Private;70000
Minnesota;Masters Degree;EIT;Full Time;Structural;Private;90000
California;Bachelors Degree;EIT;Full Time;Structural;Private;80000
Colorado;Bachelors Degree;EIT;Full Time;Land Development;Private;85000
Texas;Masters Degree;PE;Full Time;Structural;Private;96000
California;Bachelors Degree;PE;Full Time;Land Development;Private;130000
California;Bachelors Degree;EIT;Full Time;Government/Municipal;Public;120000
Washington;Masters Degree;EIT;Full Time;Transportation;Private;97760
Michigan;Bachelors Degree;PE;Full Time;Transportation;Public;96000
Idaho;Bachelors Degree;PE;Full Time;Power/Electrical;Private;99000
Minnesota;Bachelors Degree;PE;Full Time;Water Resources;Private;115000
New York;Bachelors Degree;PE;Full Time;Construction/Field;Private;131000
Colorado;Bachelors Degree;PE;Full Time;Transportation;Public;145000
Oregon;Bachelors Degree;PE;Full Time;Structural;Private;82000
District of Columbia;Masters Degree;PE;Full Time;Construction/Field;Private;154500
Massachusetts;Bachelors Degree;EIT;Full Time;Geotechnical;Private;82000
Florida;Bachelors Degree;PE;Full Time;Geotechnical;Private;138000
Washington;Bachelors Degree;PE;Full Time;Transportation;Public;124000
Wisconsin;Bachelors Degree;EIT;Full Time;Geotechnical;Private;67000
Texas;Bachelors Degree;None;Full Time;Land Development;Private;70000
Florida;Bachelors Degree;PE;Full Time;Land Development;Private;111000
Washington;Masters Degree;EIT;Full Time;Structural;Private;80000
California;Bachelors Degree;EIT;Full Time;Construction/Field;Private;75
Florida;Bachelors Degree;PE;Full Time;Land Development;Private;180000
New York;Masters Degree;PE;Full Time;Transportation;Private;87000
Oregon;Bachelors Degree;PE;Part Time;Water Resources;Private;135000
Florida;Bachelors Degree;PE;Full Time;Structural;Private;130000
California;Masters Degree;EIT;Full Time;Structural;Private;94000
Missouri;Bachelors Degree;EIT;Full Time;Structural;Private;68000
Texas;Bachelors Degree;None;Full Time;Transportation;Private;88138
California;Bachelors Degree;PE;Full Time;Government/Municipal;Public;136000
Texas;Bachelors Degree;EIT;Full Time;Structural;Public;76000
Louisiana;Bachelors Degree;EIT;Full Time;Bridges;Public;77500
Utah;Bachelors Degree;EIT;Full Time;Water Resources;Private;72400
Texas;Bachelors Degree;PE;Full Time;Transportation;Private;120000
New Jersey;Bachelors Degree;PE;Full Time;Land Development;Private;108000
Arizona;Bachelors Degree;EIT;Full Time;Land Development;Private;65000
Massachusetts;Masters Degree;EIT;Full Time;Building Enclosure;Private;78000
California;Bachelors Degree;PE;Part Time;Construction/Field;Public;132000
Illinois;Bachelors Degree;PE;Full Time;Environmental;Private;160000
Alaska;Bachelors Degree;PE;Full Time;Transportation;Private;135000
Texas;Bachelors Degree;PE;Full Time;Structural;Public;133000
Indiana;Bachelors Degree;EIT;Full Time;Construction/Field;Public;77390
Florida;Masters Degree;PE;Full Time;Water Resources;Public;90000
Texas;Masters Degree;PE;Full Time;Environmental;Private;112500
Massachusetts;Bachelors Degree;None;Full Time;land development and transportation;Private;72000
New Jersey;Bachelors Degree;None;Full Time;Water Resources;Private;80000
South Carolina;Bachelors Degree;PE;Full Time;Structural;Private;107500
California;Bachelors Degree;None;Full Time;Power/Electrical;Private;120
Tennessee;Masters Degree;PE;Full Time;Transportation;Public;125000
Virginia;Bachelors Degree;EIT;Full Time;Water Resources;Public;90500
